Name;Long;Lat;ModuleName;ModuleType
Relay;4.954205;52.332817;Thermostat;Thermostat
1670115932;"2022/12/04 02:05:32";16.7;14.5;0;603
1670116523;"2022/12/04 02:15:23";16.7;14.5;0;591
1670117126;"2022/12/04 02:25:26";16.7;14.5;0;603
1670117728;"2022/12/04 02:35:28";16.7;14.5;0;602
1670118331;"2022/12/04 02:45:31";16.6;14.5;0;603
1670118922;"2022/12/04 02:55:22";16.6;14.5;0;591
1670119525;"2022/12/04 03:05:25";16.6;14.5;0;603
1670120127;"2022/12/04 03:15:27";16.6;14.5;0;602
1670120730;"2022/12/04 03:25:30";16.6;14.5;0;603
1670121321;"2022/12/04 03:35:21";16.6;14.5;0;591
1670121924;"2022/12/04 03:45:24";16.5;14.5;0;603
1670122526;"2022/12/04 03:55:26";16.5;14.5;0;602
1670123129;"2022/12/04 04:05:29";16.5;14.5;0;603
1670123731;"2022/12/04 04:15:31";16.5;14.5;0;602
1670124323;"2022/12/04 04:25:23";16.5;14.5;0;592
1670124925;"2022/12/04 04:35:25";16.5;14.5;0;602
1670125527;"2022/12/04 04:45:27";16.5;14.5;0;602
1670126130;"2022/12/04 04:55:30";16.4;14.5;0;603
1670126722;"2022/12/04 05:05:22";16.4;14.5;0;592
1670127324;"2022/12/04 05:15:24";16.4;14.5;0;602
1670127926;"2022/12/04 05:25:26";16.4;14.5;0;602
1670128529;"2022/12/04 05:35:29";16.4;14.5;0;603
1670129131;"2022/12/04 05:45:31";16.4;14.5;0;602
1670129723;"2022/12/04 05:55:23";16.4;14.5;0;592
1670130325;"2022/12/04 06:05:25";16.4;14.5;0;602
1670130928;"2022/12/04 06:15:28";16.3;14.5;0;603
1670131530;"2022/12/04 06:25:30";16.3;14.5;0;602
1670132122;"2022/12/04 06:35:22";16.3;14.5;0;592
1670132724;"2022/12/04 06:45:24";16.3;14.5;0;602
1670133327;"2022/12/04 06:55:27";16.3;14.5;0;603
1670133929;"2022/12/04 07:05:29";16.3;14.5;0;602
1670134058;"2022/12/04 07:07:38";16.2;18.5;0;129
1670134650;"2022/12/04 07:17:30";16.3;18.5;592;0
1670135252;"2022/12/04 07:27:32";16.5;18.5;602;0
1670135855;"2022/12/04 07:37:35";16.8;18.5;603;0
1670136457;"2022/12/04 07:47:37";17.2;18.5;602;0
1670137049;"2022/12/04 07:57:29";17.4;18.5;592;0
1670137651;"2022/12/04 08:07:31";17.6;18.5;602;0
1670138254;"2022/12/04 08:17:34";17.8;18.5;603;0
1670138856;"2022/12/04 08:27:36";18;18.5;602;0
1670139448;"2022/12/04 08:37:28";18.2;18.5;495;97
1670140050;"2022/12/04 08:47:30";18.3;18.5;387;215
1670140652;"2022/12/04 08:57:32";18.3;18.5;386;216
1670141255;"2022/12/04 09:07:35";18.4;18.5;387;216
1670141857;"2022/12/04 09:17:37";18.4;18.5;388;214
1670142449;"2022/12/04 09:27:29";18.4;18.5;387;205
1670143051;"2022/12/04 09:37:31";18.5;18.5;602;0
1670143654;"2022/12/04 09:47:34";18.7;18.5;431;172
1670144256;"2022/12/04 09:57:36";18.7;18.5;0;602
1670144848;"2022/12/04 10:07:28";18.7;18.5;204;388
1670145450;"2022/12/04 10:17:30";18.6;18.5;215;387
1670146053;"2022/12/04 10:27:33";18.6;18.5;215;388
1670146655;"2022/12/04 10:37:35";18.6;18.5;150;452
1670147258;"2022/12/04 10:47:38";18.6;18.5;151;452
1670147849;"2022/12/04 10:57:29";18.6;18.5;96;495
1670148064;"2022/12/04 11:01:04";18.6;14.5;129;86
1670148656;"2022/12/04 11:10:56";18.6;14.5;0;592
1670149258;"2022/12/04 11:20:58";18.5;14.5;0;602
1670149861;"2022/12/04 11:31:01";18.5;14.5;0;603
1670150463;"2022/12/04 11:41:03";18.4;14.5;0;602
1670151055;"2022/12/04 11:50:55";18.4;14.5;0;592
1670151657;"2022/12/04 12:00:57";18.3;14.5;0;602
1670152260;"2022/12/04 12:11:00";18.3;14.5;0;603
1670152862;"2022/12/04 12:21:02";18.2;14.5;0;602
1670153454;"2022/12/04 12:30:54";18.1;14.5;0;592
1670154056;"2022/12/04 12:40:56";18;14.5;0;602
1670154659;"2022/12/04 12:50:59";17.9;14.5;0;603
1670155261;"2022/12/04 13:01:01";17.9;14.5;0;602
1670155863;"2022/12/04 13:11:03";17.8;14.5;0;602
1670156455;"2022/12/04 13:20:55";17.8;14.5;0;592
1670157058;"2022/12/04 13:30:58";17.7;18.5;11;592
1670157660;"2022/12/04 13:41:00";17.7;18.5;602;0
1670158262;"2022/12/04 13:51:02";17.9;18.5;602;0
1670158865;"2022/12/04 14:01:05";18.2;18.5;603;0
1670159456;"2022/12/04 14:10:56";18.4;18.5;129;462
1670160059;"2022/12/04 14:20:59";18.5;18.5;0;603
1670160661;"2022/12/04 14:31:01";18.5;18.5;0;602
1670160672;"2022/12/04 14:31:12";18.5;14.5;0;11
1670161264;"2022/12/04 14:41:04";18.5;14.5;0;592
1670161866;"2022/12/04 14:51:06";18.5;14.5;0;602
1670162469;"2022/12/04 15:01:09";18.4;14.5;0;603
1670163071;"2022/12/04 15:11:11";18.3;14.5;0;602
1670163663;"2022/12/04 15:21:03";18.1;14.5;0;592
1670164265;"2022/12/04 15:31:05";18.1;14.5;0;602
1670164867;"2022/12/04 15:41:07";18;14.5;0;602
1670165470;"2022/12/04 15:51:10";17.9;14.5;0;603
1670165513;"2022/12/04 15:51:53";17.9;18.5;0;43
1670166105;"2022/12/04 16:01:45";17.8;18.5;399;193
1670166707;"2022/12/04 16:11:47";17.9;18.5;602;0
1670167309;"2022/12/04 16:21:49";18.2;18.5;602;0
1670167912;"2022/12/04 16:31:52";18.4;18.5;75;528
1670168503;"2022/12/04 16:41:43";18.5;18.5;0;591
1670169106;"2022/12/04 16:51:46";18.5;18.5;0;603
1670169708;"2022/12/04 17:01:48";18.4;18.5;0;602
1670170311;"2022/12/04 17:11:51";18.3;18.5;0;603
1670170902;"2022/12/04 17:21:42";18.3;18.5;323;268
1670171505;"2022/12/04 17:31:45";18.3;18.5;452;151
1670172107;"2022/12/04 17:41:47";18.5;18.5;258;344
1670172710;"2022/12/04 17:51:50";18.6;18.5;0;603
1670173312;"2022/12/04 18:01:52";18.6;18.5;0;602
1670173904;"2022/12/04 18:11:44";18.5;18.5;129;463
1670174506;"2022/12/04 18:21:46";18.5;18.5;0;602
1670175109;"2022/12/04 18:31:49";18.4;18.5;237;366
1670175711;"2022/12/04 18:41:51";18.4;18.5;215;387
1670176304;"2022/12/04 18:51:44";18.5;18.5;400;193
1670176906;"2022/12/04 19:01:46";18.6;18.5;183;419
1670177508;"2022/12/04 19:11:48";18.7;18.5;0;602
1670178111;"2022/12/04 19:21:51";18.6;18.5;0;603
1670178713;"2022/12/04 19:31:53";18.6;18.5;0;602
1670179305;"2022/12/04 19:41:45";18.5;18.5;258;334
1670179907;"2022/12/04 19:51:47";18.5;18.5;193;409
1670180510;"2022/12/04 20:01:50";18.6;18.5;257;346
1670181112;"2022/12/04 20:11:52";18.6;18.5;129;473
1670181704;"2022/12/04 20:21:44";18.6;18.5;129;463
1670182306;"2022/12/04 20:31:46";18.6;18.5;0;602
1670182909;"2022/12/04 20:41:49";18.5;18.5;194;409
1670183511;"2022/12/04 20:51:51";18.5;18.5;129;473
1670184114;"2022/12/04 21:01:54";18.5;18.5;129;474
1670184705;"2022/12/04 21:11:45";18.5;18.5;129;462
1670185308;"2022/12/04 21:21:48";18.5;18.5;108;495
1670185910;"2022/12/04 21:31:50";18.5;18.5;149;453
1670186512;"2022/12/04 21:41:52";18.6;18.5;64;538
1670187104;"2022/12/04 21:51:44";18.6;18.5;0;592
1670187707;"2022/12/04 22:01:47";18.6;18.5;129;474
1670188309;"2022/12/04 22:11:49";18.5;18.5;0;602
1670188911;"2022/12/04 22:21:51";18.5;18.5;193;409
1670189514;"2022/12/04 22:31:54";18.6;18.5;0;603
1670190095;"2022/12/04 22:41:35";18.5;18.5;0;581
1670190611;"2022/12/04 22:50:11";18.5;18.5;194;322
1670191267;"2022/12/04 23:01:07";18.4;14.5;129;527
1670191859;"2022/12/04 23:10:59";18.4;14.5;0;592
1670192461;"2022/12/04 23:21:01";18.4;14.5;0;602
1670193064;"2022/12/04 23:31:04";18.3;14.5;0;603
1670193666;"2022/12/04 23:41:06";18.3;14.5;0;602
1670194258;"2022/12/04 23:50:58";18.2;14.5;0;592
1670194860;"2022/12/05 00:01:00";18.2;14.5;0;602
1670195463;"2022/12/05 00:11:03";18.1;14.5;0;603
1670196065;"2022/12/05 00:21:05";18.1;14.5;0;602
1670196657;"2022/12/05 00:30:57";18;14.5;0;592
1670197259;"2022/12/05 00:40:59";18;14.5;0;602
1670197862;"2022/12/05 00:51:02";17.9;14.5;0;603
1670198464;"2022/12/05 01:01:04";17.9;14.5;0;602
1670199066;"2022/12/05 01:11:06";17.8;14.5;0;602
1670199658;"2022/12/05 01:20:58";17.8;14.5;0;592
1670200260;"2022/12/05 01:31:00";17.8;14.5;0;602
1670200863;"2022/12/05 01:41:03";17.7;14.5;0;603
1670201465;"2022/12/05 01:51:05";17.7;14.5;0;602
1670202057;"2022/12/05 02:00:57";17.7;14.5;0;592
1670202659;"2022/12/05 02:10:59";17.6;14.5;0;602
1670203262;"2022/12/05 02:21:02";17.6;14.5;0;603
1670203864;"2022/12/05 02:31:04";17.6;14.5;0;602
1670204467;"2022/12/05 02:41:07";17.6;14.5;0;603
1670205058;"2022/12/05 02:50:58";17.5;14.5;0;591
1670205661;"2022/12/05 03:01:01";17.5;14.5;0;603
1670206263;"2022/12/05 03:11:03";17.5;14.5;0;602
1670206866;"2022/12/05 03:21:06";17.5;14.5;0;603
1670207457;"2022/12/05 03:30:57";17.4;14.5;0;591
1670208060;"2022/12/05 03:41:00";17.4;14.5;0;603
1670208662;"2022/12/05 03:51:02";17.4;14.5;0;602
1670209264;"2022/12/05 04:01:04";17.4;14.5;0;602
1670209867;"2022/12/05 04:11:07";17.4;14.5;0;603
1670210459;"2022/12/05 04:20:59";17.3;14.5;0;592
1670211061;"2022/12/05 04:31:01";17.3;14.5;0;602
1670211663;"2022/12/05 04:41:03";17.3;14.5;0;602
1670212266;"2022/12/05 04:51:06";17.3;14.5;0;603
1670212857;"2022/12/05 05:00:57";17.3;14.5;0;591
1670213460;"2022/12/05 05:11:00";17.2;14.5;0;603
1670214062;"2022/12/05 05:21:02";17.2;14.5;0;602
1670214665;"2022/12/05 05:31:05";17.2;14.5;0;603
1670215267;"2022/12/05 05:41:07";17.2;14.5;0;602
1670215859;"2022/12/05 05:50:59";17.2;14.5;0;592
1670216461;"2022/12/05 06:01:01";17.2;14.5;0;602
1670217064;"2022/12/05 06:11:04";17.2;14.5;0;603
1670217666;"2022/12/05 06:21:06";17.1;14.5;0;602
1670218258;"2022/12/05 06:30:58";17.1;14.5;0;592
1670218860;"2022/12/05 06:41:00";17.1;14.5;0;602
1670219461;"2022/12/05 06:51:01";17.1;14.5;0;601
1670219601;"2022/12/05 06:53:21";17.1;18.5;0;140
1670220193;"2022/12/05 07:03:13";17.1;18.5;592;0
1670220795;"2022/12/05 07:13:15";17.3;18.5;602;0
1670221398;"2022/12/05 07:23:18";17.7;18.5;603;0
1670222000;"2022/12/05 07:33:20";18.1;18.5;602;0
1670222592;"2022/12/05 07:43:12";18.3;18.5;377;215
1670223194;"2022/12/05 07:53:14";18.5;18.5;0;602
1670223797;"2022/12/05 08:03:17";18.5;18.5;0;603
1670224399;"2022/12/05 08:13:19";18.4;18.5;0;602
1670224991;"2022/12/05 08:23:11";18.4;18.5;226;366
1670225593;"2022/12/05 08:33:13";18.4;18.5;345;257
1670226196;"2022/12/05 08:43:16";18.5;18.5;280;323
1670226798;"2022/12/05 08:53:18";18.5;18.5;150;452
1670227400;"2022/12/05 09:03:20";18.5;18.5;149;453
1670227992;"2022/12/05 09:13:12";18.5;18.5;140;452
1670228595;"2022/12/05 09:23:15";18.5;18.5;194;409
1670229197;"2022/12/05 09:33:17";18.6;18.5;129;473
1670229799;"2022/12/05 09:43:19";18.5;18.5;128;474
1670230391;"2022/12/05 09:53:11";18.5;18.5;0;592
1670230832;"2022/12/05 10:00:32";18.5;14.5;258;183
1670231424;"2022/12/05 10:10:24";18.5;14.5;0;592
1670232026;"2022/12/05 10:20:26";18.5;14.5;0;602
1670232629;"2022/12/05 10:30:29";18.4;14.5;0;603
1670233231;"2022/12/05 10:40:31";18.4;14.5;0;602
1670233823;"2022/12/05 10:50:23";18.3;14.5;0;592
1670234425;"2022/12/05 11:00:25";18.3;14.5;0;602
1670235028;"2022/12/05 11:10:28";18.2;14.5;0;603
1670235630;"2022/12/05 11:20:30";18.1;14.5;0;602
1670236222;"2022/12/05 11:30:22";18.1;14.5;0;592
1670236824;"2022/12/05 11:40:24";18;14.5;0;602
1670237426;"2022/12/05 11:50:26";18;14.5;0;602
1670238029;"2022/12/05 12:00:29";17.9;14.5;0;603
1670238631;"2022/12/05 12:10:31";17.9;14.5;0;602
1670239223;"2022/12/05 12:20:23";17.9;14.5;0;592
1670239825;"2022/12/05 12:30:25";17.8;14.5;0;602
1670240428;"2022/12/05 12:40:28";17.8;14.5;0;603
1670241030;"2022/12/05 12:50:30";17.8;14.5;0;602
1670241633;"2022/12/05 13:00:33";17.7;14.5;0;603
1670242224;"2022/12/05 13:10:24";17.7;14.5;0;591
1670242827;"2022/12/05 13:20:27";17.7;14.5;0;603
1670243429;"2022/12/05 13:30:29";17.7;14.5;0;602
1670244032;"2022/12/05 13:40:32";17.6;14.5;0;603
1670244623;"2022/12/05 13:50:23";17.6;14.5;0;591
1670245226;"2022/12/05 14:00:26";17.6;14.5;0;603
1670245828;"2022/12/05 14:10:28";17.6;14.5;0;602
1670246430;"2022/12/05 14:20:30";17.6;14.5;0;602
1670247022;"2022/12/05 14:30:22";17.5;14.5;0;592
1670247624;"2022/12/05 14:40:24";17.5;14.5;0;602
1670248227;"2022/12/05 14:50:27";17.5;14.5;0;603
1670248829;"2022/12/05 15:00:29";17.5;14.5;0;602
1670249432;"2022/12/05 15:10:32";17.5;14.5;0;603
1670250023;"2022/12/05 15:20:23";17.4;14.5;0;591
1670250626;"2022/12/05 15:30:26";17.4;14.5;0;603
1670251228;"2022/12/05 15:40:28";17.4;14.5;0;602
1670251831;"2022/12/05 15:50:31";17.4;14.5;0;603
1670252422;"2022/12/05 16:00:22";17.4;14.5;0;591
1670253025;"2022/12/05 16:10:25";17.3;14.5;0;603
1670253627;"2022/12/05 16:20:27";17.3;14.5;0;602
1670254230;"2022/12/05 16:30:30";17.3;14.5;0;603
1670254832;"2022/12/05 16:40:32";17.3;14.5;0;602
1670255295;"2022/12/05 16:48:15";17.3;18.5;0;463
1670255886;"2022/12/05 16:58:06";17.3;18.5;591;0
1670256489;"2022/12/05 17:08:09";17.5;18.5;603;0
1670257091;"2022/12/05 17:18:11";17.8;18.5;602;0
1670257693;"2022/12/05 17:28:13";18.2;18.5;602;0
1670258285;"2022/12/05 17:38:05";18.4;18.5;119;473
1670258888;"2022/12/05 17:48:08";18.5;18.5;0;603
1670259490;"2022/12/05 17:58:10";18.5;18.5;0;602
1670260092;"2022/12/05 18:08:12";18.5;18.5;0;602
1670260684;"2022/12/05 18:18:04";18.4;18.5;0;592
1670261286;"2022/12/05 18:28:06";18.3;18.5;259;343
1670261889;"2022/12/05 18:38:09";18.4;18.5;322;281
1670262491;"2022/12/05 18:48:11";18.5;18.5;258;344
1670263094;"2022/12/05 18:58:14";18.5;18.5;204;399
1670263685;"2022/12/05 19:08:05";18.6;18.5;0;591
1670264288;"2022/12/05 19:18:08";18.6;18.5;0;603
1670264890;"2022/12/05 19:28:10";18.6;18.5;0;602
1670265493;"2022/12/05 19:38:13";18.6;18.5;0;603
1670266084;"2022/12/05 19:48:04";18.6;18.5;0;591
1670266687;"2022/12/05 19:58:07";18.6;18.5;0;603
1670267289;"2022/12/05 20:08:09";18.5;18.5;0;602
1670267892;"2022/12/05 20:18:12";18.4;18.5;258;345
1670268494;"2022/12/05 20:28:14";18.5;18.5;194;408
1670269086;"2022/12/05 20:38:06";18.6;18.5;193;399
1670269688;"2022/12/05 20:48:08";18.6;18.5;0;602
1670270290;"2022/12/05 20:58:10";18.6;18.5;0;602
1670270893;"2022/12/05 21:08:13";18.6;18.5;0;603
1670271485;"2022/12/05 21:18:05";18.6;18.5;0;592
1670272087;"2022/12/05 21:28:07";18.6;18.5;0;602
1670272688;"2022/12/05 21:38:08";18.5;18.5;0;601
1670273292;"2022/12/05 21:48:12";18.5;18.5;0;604
1670273894;"2022/12/05 21:58:14";18.5;18.5;140;462
1670274486;"2022/12/05 22:08:06";18.4;18.5;140;452
1670275088;"2022/12/05 22:18:08";18.5;18.5;86;516
1670275691;"2022/12/05 22:28:11";18.5;18.5;86;517
1670275820;"2022/12/05 22:30:20";18.5;14.5;0;129
1670276411;"2022/12/05 22:40:11";18.5;14.5;0;591
1670277014;"2022/12/05 22:50:14";18.4;14.5;0;603
1670277616;"2022/12/05 23:00:16";18.4;14.5;0;602
1670278219;"2022/12/05 23:10:19";18.3;14.5;0;603
1670278810;"2022/12/05 23:20:10";18.3;14.5;0;591
1670279413;"2022/12/05 23:30:13";18.2;14.5;0;603
1670280015;"2022/12/05 23:40:15";18.1;14.5;0;602
1670280618;"2022/12/05 23:50:18";18.1;14.5;0;603
1670281209;"2022/12/06 00:00:09";18.1;14.5;0;591
1670281812;"2022/12/06 00:10:12";18;14.5;0;603
1670282414;"2022/12/06 00:20:14";18;14.5;0;602
1670283016;"2022/12/06 00:30:16";17.9;14.5;0;602
1670283619;"2022/12/06 00:40:19";17.9;14.5;0;603
1670284211;"2022/12/06 00:50:11";17.9;14.5;0;592
1670284813;"2022/12/06 01:00:13";17.9;14.5;0;602
1670285415;"2022/12/06 01:10:15";17.8;14.5;0;602
1670286018;"2022/12/06 01:20:18";17.8;14.5;0;603
1670286609;"2022/12/06 01:30:09";17.8;14.5;0;591
1670287212;"2022/12/06 01:40:12";17.8;14.5;0;603
1670287814;"2022/12/06 01:50:14";17.7;14.5;0;602
1670288417;"2022/12/06 02:00:17";17.7;14.5;0;603
1670289019;"2022/12/06 02:10:19";17.7;14.5;0;602
1670289611;"2022/12/06 02:20:11";17.7;14.5;0;592
1670290213;"2022/12/06 02:30:13";17.6;14.5;0;602
1670290816;"2022/12/06 02:40:16";17.6;14.5;0;603
1670291418;"2022/12/06 02:50:18";17.6;14.5;0;602
1670292010;"2022/12/06 03:00:10";17.6;14.5;0;592
1670292612;"2022/12/06 03:10:12";17.5;14.5;0;602
1670293215;"2022/12/06 03:20:15";17.5;14.5;0;603
1670293817;"2022/12/06 03:30:17";17.5;14.5;0;602
1670294419;"2022/12/06 03:40:19";17.5;14.5;0;602
1670295011;"2022/12/06 03:50:11";17.5;14.5;0;592
1670295613;"2022/12/06 04:00:13";17.5;14.5;0;602
1670296216;"2022/12/06 04:10:16";17.4;14.5;0;603
1670296818;"2022/12/06 04:20:18";17.4;14.5;0;602
1670297410;"2022/12/06 04:30:10";17.4;14.5;0;592
1670298012;"2022/12/06 04:40:12";17.4;14.5;0;602
1670298615;"2022/12/06 04:50:15";17.4;14.5;0;603
1670299217;"2022/12/06 05:00:17";17.3;14.5;0;602
1670299820;"2022/12/06 05:10:20";17.3;14.5;0;603
1670300411;"2022/12/06 05:20:11";17.3;14.5;0;591
1670301014;"2022/12/06 05:30:14";17.3;14.5;0;603
1670301616;"2022/12/06 05:40:16";17.3;14.5;0;602
1670302219;"2022/12/06 05:50:19";17.3;14.5;0;603
1670302810;"2022/12/06 06:00:10";17.2;14.5;0;591
1670303413;"2022/12/06 06:10:13";17.2;14.5;0;603
1670304015;"2022/12/06 06:20:15";17.2;14.5;0;602
1670304617;"2022/12/06 06:30:17";17.2;14.5;0;602
1670305220;"2022/12/06 06:40:20";17.2;14.5;0;603
1670305812;"2022/12/06 06:50:12";17.2;14.5;0;592
1670306091;"2022/12/06 06:54:51";17.1;18.5;0;279
1670306543;"2022/12/06 07:02:23";17.1;18.5;452;0
1670307285;"2022/12/06 07:14:45";17.3;18.5;742;0
1670307888;"2022/12/06 07:24:48";17.7;18.5;603;0
1670308490;"2022/12/06 07:34:50";18;18.5;602;0
1670309082;"2022/12/06 07:44:42";18.3;18.5;377;215
1670309684;"2022/12/06 07:54:44";18.4;18.5;0;602
1670310287;"2022/12/06 08:04:47";18.5;18.5;194;409
1670310889;"2022/12/06 08:14:49";18.4;18.5;194;408
1670311481;"2022/12/06 08:24:41";18.4;18.5;226;366
1670312083;"2022/12/06 08:34:43";18.3;18.5;280;322
1670312686;"2022/12/06 08:44:46";18.4;18.5;345;258
1670313288;"2022/12/06 08:54:48";18.5;18.5;409;193
1670313890;"2022/12/06 09:04:50";18.6;18.5;279;323
1670314482;"2022/12/06 09:14:42";18.7;18.5;75;517
1670315084;"2022/12/06 09:24:44";18.7;18.5;0;602
1670315687;"2022/12/06 09:34:47";18.7;18.5;0;603
1670316289;"2022/12/06 09:44:49";18.6;18.5;0;602
1670316881;"2022/12/06 09:54:41";18.5;18.5;259;333
1670317257;"2022/12/06 10:00:57";18.5;14.5;194;182
1670317849;"2022/12/06 10:10:49";18.5;14.5;0;592
1670318452;"2022/12/06 10:20:52";18.5;14.5;0;603
1670319054;"2022/12/06 10:30:54";18.5;14.5;0;602
1670319656;"2022/12/06 10:40:56";18.4;14.5;0;602
1670320248;"2022/12/06 10:50:48";18.4;14.5;0;592
1670320850;"2022/12/06 11:00:50";18.3;14.5;0;602
1670321453;"2022/12/06 11:10:53";18.3;14.5;0;603
1670322055;"2022/12/06 11:20:55";18.2;14.5;0;602
1670322647;"2022/12/06 11:30:47";18.2;14.5;0;592
1670323249;"2022/12/06 11:40:49";18.1;14.5;0;602
1670323852;"2022/12/06 11:50:52";18.1;14.5;0;603
1670324454;"2022/12/06 12:00:54";18.1;14.5;0;602
1670325057;"2022/12/06 12:10:57";18.1;14.5;0;603
1670325648;"2022/12/06 12:20:48";18.1;14.5;0;591
1670326251;"2022/12/06 12:30:51";18;14.5;0;603
1670326853;"2022/12/06 12:40:53";18;14.5;0;602
1670327456;"2022/12/06 12:50:56";17.9;14.5;0;603
1670328058;"2022/12/06 13:00:58";17.9;14.5;0;602
1670328650;"2022/12/06 13:10:50";17.9;14.5;0;592
1670329252;"2022/12/06 13:20:52";17.8;14.5;0;602
1670329854;"2022/12/06 13:30:54";17.8;14.5;0;602
1670330457;"2022/12/06 13:40:57";17.8;14.5;0;603
1670331048;"2022/12/06 13:50:48";17.8;14.5;0;591
1670331651;"2022/12/06 14:00:51";17.8;14.5;0;603
1670332253;"2022/12/06 14:10:53";17.8;14.5;0;602
1670332856;"2022/12/06 14:20:56";17.7;14.5;0;603
1670333458;"2022/12/06 14:30:58";17.7;14.5;0;602
1670334050;"2022/12/06 14:40:50";17.7;14.5;0;592
1670334652;"2022/12/06 14:50:52";17.6;14.5;0;602
1670335255;"2022/12/06 15:00:55";17.6;14.5;0;603
1670335857;"2022/12/06 15:10:57";17.6;14.5;0;602
1670336449;"2022/12/06 15:20:49";17.5;14.5;0;592
1670337051;"2022/12/06 15:30:51";17.5;14.5;0;602
1670337654;"2022/12/06 15:40:54";17.5;14.5;0;603
1670338256;"2022/12/06 15:50:56";17.5;14.5;0;602
1670338848;"2022/12/06 16:00:48";17.5;14.5;0;592
1670339450;"2022/12/06 16:10:50";17.4;14.5;0;602
1670340052;"2022/12/06 16:20:52";17.4;14.5;0;602
1670340655;"2022/12/06 16:30:55";17.4;14.5;0;603
1670341257;"2022/12/06 16:40:57";17.4;14.5;0;602
1670341784;"2022/12/06 16:49:44";17.3;18.5;0;527
1670342376;"2022/12/06 16:59:36";17.3;18.5;592;0
1670342978;"2022/12/06 17:09:38";17.5;18.5;602;0
1670343581;"2022/12/06 17:19:41";17.8;18.5;603;0
1670344183;"2022/12/06 17:29:43";18.2;18.5;602;0
1670344775;"2022/12/06 17:39:35";18.4;18.5;54;538
1670345377;"2022/12/06 17:49:37";18.5;18.5;0;602
1670345980;"2022/12/06 17:59:40";18.5;18.5;0;603
1670346582;"2022/12/06 18:09:42";18.5;18.5;0;602
1670347174;"2022/12/06 18:19:34";18.4;18.5;0;592
1670347776;"2022/12/06 18:29:36";18.4;18.5;257;345
1670348379;"2022/12/06 18:39:39";18.4;18.5;194;409
1670348981;"2022/12/06 18:49:41";18.4;18.5;257;345
1670349584;"2022/12/06 18:59:44";18.5;18.5;193;410
1670350175;"2022/12/06 19:09:35";18.6;18.5;0;591
1670350778;"2022/12/06 19:19:38";18.6;18.5;0;603
1670351380;"2022/12/06 19:29:40";18.5;18.5;172;430
1670351982;"2022/12/06 19:39:42";18.5;18.5;150;452
1670352574;"2022/12/06 19:49:34";18.5;18.5;141;451
1670353177;"2022/12/06 19:59:37";18.6;18.5;119;484
1670353779;"2022/12/06 20:09:39";18.6;18.5;0;602
1670354381;"2022/12/06 20:19:41";18.6;18.5;130;472
1670354984;"2022/12/06 20:29:44";18.5;18.5;0;603
1670355575;"2022/12/06 20:39:35";18.5;18.5;194;397
1670356178;"2022/12/06 20:49:38";18.5;18.5;0;603
1670356780;"2022/12/06 20:59:40";18.5;18.5;194;408
1670357383;"2022/12/06 21:09:43";18.5;18.5;193;410
1670357974;"2022/12/06 21:19:34";18.5;18.5;129;462
1670358577;"2022/12/06 21:29:37";18.5;18.5;0;603
1670359179;"2022/12/06 21:39:39";18.5;18.5;226;376
1670359782;"2022/12/06 21:49:42";18.5;18.5;32;571
1670360384;"2022/12/06 21:59:44";18.5;18.5;130;472
1670360976;"2022/12/06 22:09:36";18.5;18.5;0;592
1670361578;"2022/12/06 22:19:38";18.5;18.5;43;559
1670362181;"2022/12/06 22:29:41";18.5;18.5;86;517
1670362245;"2022/12/06 22:30:45";18.5;14.5;0;64
1670362837;"2022/12/06 22:40:37";18.5;14.5;0;592
1670363439;"2022/12/06 22:50:39";18.4;14.5;0;602
1670364042;"2022/12/06 23:00:42";18.3;14.5;0;603
1670364644;"2022/12/06 23:10:44";18.3;14.5;0;602
1670365236;"2022/12/06 23:20:36";18.2;14.5;0;592
1670365838;"2022/12/06 23:30:38";18.1;14.5;0;602
1670366440;"2022/12/06 23:40:40";18.1;14.5;0;602
1670367043;"2022/12/06 23:50:43";18;14.5;0;603
1670367635;"2022/12/07 00:00:35";18;14.5;0;592
1670368237;"2022/12/07 00:10:37";17.9;14.5;0;602
1670368839;"2022/12/07 00:20:39";17.9;14.5;0;602
1670369442;"2022/12/07 00:30:42";17.9;14.5;0;603
1670370044;"2022/12/07 00:40:44";17.8;14.5;0;602
1670370636;"2022/12/07 00:50:36";17.8;14.5;0;592
1670371238;"2022/12/07 01:00:38";17.8;14.5;0;602
1670371841;"2022/12/07 01:10:41";17.7;14.5;0;603
1670372443;"2022/12/07 01:20:43";17.7;14.5;0;602
1670373035;"2022/12/07 01:30:35";17.7;14.5;0;592
1670373637;"2022/12/07 01:40:37";17.6;14.5;0;602
1670374240;"2022/12/07 01:50:40";17.6;14.5;0;603
1670374842;"2022/12/07 02:00:42";17.6;14.5;0;602
1670375444;"2022/12/07 02:10:44";17.6;14.5;0;602
1670376036;"2022/12/07 02:20:36";17.5;14.5;0;592
1670376639;"2022/12/07 02:30:39";17.5;14.5;0;603
1670377241;"2022/12/07 02:40:41";17.5;14.5;0;602
1670377843;"2022/12/07 02:50:43";17.5;14.5;0;602
1670378435;"2022/12/07 03:00:35";17.4;14.5;0;592
1670379037;"2022/12/07 03:10:37";17.4;14.5;0;602
1670379640;"2022/12/07 03:20:40";17.4;14.5;0;603
1670380242;"2022/12/07 03:30:42";17.3;14.5;0;602
1670380845;"2022/12/07 03:40:45";17.3;14.5;0;603
