Name;Long;Lat;ModuleName;ModuleType
Relay;4.954205;52.332817;Thermostat;Thermostat
1669899622;"2022/12/01 14:00:22";18.4;14.5;0;602
1669900225;"2022/12/01 14:10:25";18.4;14.5;0;603
1669900827;"2022/12/01 14:20:27";18.4;14.5;0;602
1669901419;"2022/12/01 14:30:19";18.4;14.5;0;592
1669902021;"2022/12/01 14:40:21";18.3;14.5;0;602
1669902623;"2022/12/01 14:50:23";18.3;14.5;0;602
1669903226;"2022/12/01 15:00:26";18.2;14.5;0;603
1669903828;"2022/12/01 15:10:28";18.2;14.5;0;602
1669904420;"2022/12/01 15:20:20";18.1;14.5;0;592
1669905022;"2022/12/01 15:30:22";18.1;14.5;0;602
1669905625;"2022/12/01 15:40:25";18;14.5;0;603
1669906227;"2022/12/01 15:50:27";18;14.5;0;602
1669906819;"2022/12/01 16:00:19";17.9;14.5;0;592
1669907421;"2022/12/01 16:10:21";17.9;14.5;0;602
1669908024;"2022/12/01 16:20:24";17.8;14.5;0;603
1669908626;"2022/12/01 16:30:26";17.8;14.5;0;602
1669909229;"2022/12/01 16:40:29";17.8;14.5;0;603
1669909820;"2022/12/01 16:50:20";17.7;14.5;0;591
1669910423;"2022/12/01 17:00:23";17.7;14.5;0;603
1669910853;"2022/12/01 17:07:33";17.7;18.5;0;430
1669911445;"2022/12/01 17:17:25";17.7;18.5;592;0
1669912047;"2022/12/01 17:27:27";17.9;18.5;602;0
1669912649;"2022/12/01 17:37:29";18.2;18.5;602;0
1669913252;"2022/12/01 17:47:32";18.5;18.5;12;591
1669913843;"2022/12/01 17:57:23";18.6;18.5;0;591
1669914446;"2022/12/01 18:07:26";18.6;18.5;0;603
1669915048;"2022/12/01 18:17:28";18.6;18.5;0;602
1669915651;"2022/12/01 18:27:31";18.5;18.5;0;603
1669916242;"2022/12/01 18:37:22";18.4;18.5;0;591
1669916845;"2022/12/01 18:47:25";18.4;18.5;0;603
1669917447;"2022/12/01 18:57:27";18.4;18.5;259;343
1669918050;"2022/12/01 19:07:30";18.4;18.5;323;280
1669918652;"2022/12/01 19:17:32";18.5;18.5;259;343
1669919244;"2022/12/01 19:27:24";18.6;18.5;0;592
1669919846;"2022/12/01 19:37:26";18.6;18.5;129;473
1669920449;"2022/12/01 19:47:29";18.6;18.5;0;603
1669921051;"2022/12/01 19:57:31";18.5;18.5;129;473
1669921632;"2022/12/01 20:07:12";18.5;18.5;129;452
1669922245;"2022/12/01 20:17:25";18.5;18.5;86;527
1669922847;"2022/12/01 20:27:27";18.6;18.5;33;569
1669923450;"2022/12/01 20:37:30";18.6;18.5;0;603
1669924052;"2022/12/01 20:47:32";18.6;18.5;0;602
1669924644;"2022/12/01 20:57:24";18.6;18.5;0;592
1669925246;"2022/12/01 21:07:26";18.6;18.5;0;602
1669925849;"2022/12/01 21:17:29";18.5;18.5;0;603
1669926451;"2022/12/01 21:27:31";18.5;18.5;0;602
1669927043;"2022/12/01 21:37:23";18.5;18.5;130;462
1669927645;"2022/12/01 21:47:25";18.5;18.5;129;473
1669928248;"2022/12/01 21:57:28";18.5;18.5;0;603
1669928850;"2022/12/01 22:07:30";18.5;18.5;129;473
1669929453;"2022/12/01 22:17:33";18.5;18.5;0;603
1669930044;"2022/12/01 22:27:24";18.5;18.5;129;462
1669930216;"2022/12/01 22:30:16";18.5;14.5;0;172
1669930808;"2022/12/01 22:40:08";18.5;14.5;0;592
1669931410;"2022/12/01 22:50:10";18.5;14.5;0;602
1669932013;"2022/12/01 23:00:13";18.4;14.5;0;603
1669932615;"2022/12/01 23:10:15";18.3;14.5;0;602
1669933207;"2022/12/01 23:20:07";18.3;14.5;0;592
1669933809;"2022/12/01 23:30:09";18.3;14.5;0;602
1669934412;"2022/12/01 23:40:12";18.2;14.5;0;603
1669935014;"2022/12/01 23:50:14";18.2;14.5;0;602
1669935606;"2022/12/02 00:00:06";18.1;14.5;0;592
1669936208;"2022/12/02 00:10:08";18.1;14.5;0;602
1669936811;"2022/12/02 00:20:11";18;14.5;0;603
1669937413;"2022/12/02 00:30:13";18;14.5;0;602
1669938015;"2022/12/02 00:40:15";18;14.5;0;602
1669938607;"2022/12/02 00:50:07";17.9;14.5;0;592
1669939210;"2022/12/02 01:00:10";17.9;14.5;0;603
1669939812;"2022/12/02 01:10:12";17.9;14.5;0;602
1669940414;"2022/12/02 01:20:14";17.9;14.5;0;602
1669941017;"2022/12/02 01:30:17";17.8;14.5;0;603
1669941608;"2022/12/02 01:40:08";17.8;14.5;0;591
1669942211;"2022/12/02 01:50:11";17.8;14.5;0;603
1669942813;"2022/12/02 02:00:13";17.7;14.5;0;602
1669943416;"2022/12/02 02:10:16";17.7;14.5;0;603
1669944007;"2022/12/02 02:20:07";17.7;14.5;0;591
1669944610;"2022/12/02 02:30:10";17.7;14.5;0;603
1669945212;"2022/12/02 02:40:12";17.6;14.5;0;602
1669945815;"2022/12/02 02:50:15";17.6;14.5;0;603
1669946417;"2022/12/02 03:00:17";17.6;14.5;0;602
1669947009;"2022/12/02 03:10:09";17.6;14.5;0;592
1669947611;"2022/12/02 03:20:11";17.6;14.5;0;602
1669948213;"2022/12/02 03:30:13";17.5;14.5;0;602
1669948816;"2022/12/02 03:40:16";17.5;14.5;0;603
1669949408;"2022/12/02 03:50:08";17.5;14.5;0;592
1669950010;"2022/12/02 04:00:10";17.5;14.5;0;602
1669950612;"2022/12/02 04:10:12";17.5;14.5;0;602
1669951215;"2022/12/02 04:20:15";17.5;14.5;0;603
1669951817;"2022/12/02 04:30:17";17.4;14.5;0;602
1669952409;"2022/12/02 04:40:09";17.4;14.5;0;592
1669953011;"2022/12/02 04:50:11";17.4;14.5;0;602
1669953614;"2022/12/02 05:00:14";17.4;14.5;0;603
1669954216;"2022/12/02 05:10:16";17.4;14.5;0;602
1669954808;"2022/12/02 05:20:08";17.3;14.5;0;592
1669955410;"2022/12/02 05:30:10";17.3;14.5;0;602
1669956013;"2022/12/02 05:40:13";17.3;14.5;0;603
1669956615;"2022/12/02 05:50:15";17.3;14.5;0;602
1669957217;"2022/12/02 06:00:17";17.3;14.5;0;602
1669957809;"2022/12/02 06:10:09";17.3;14.5;0;592
1669958412;"2022/12/02 06:20:12";17.2;14.5;0;603
1669959014;"2022/12/02 06:30:14";17.2;14.5;0;602
1669959616;"2022/12/02 06:40:16";17.2;14.5;0;602
1669960208;"2022/12/02 06:50:08";17.2;14.5;0;592
1669960617;"2022/12/02 06:56:57";17.2;18.5;0;409
1669961208;"2022/12/02 07:06:48";17.2;18.5;591;0
1669961811;"2022/12/02 07:16:51";17.4;18.5;603;0
1669962413;"2022/12/02 07:26:53";17.7;18.5;602;0
1669963016;"2022/12/02 07:36:56";18.1;18.5;603;0
1669963607;"2022/12/02 07:46:47";18.4;18.5;311;280
1669964210;"2022/12/02 07:56:50";18.5;18.5;0;603
1669964812;"2022/12/02 08:06:52";18.5;18.5;0;602
1669965415;"2022/12/02 08:16:55";18.4;18.5;0;603
1669966006;"2022/12/02 08:26:46";18.4;18.5;258;333
1669966609;"2022/12/02 08:36:49";18.5;18.5;193;410
1669967211;"2022/12/02 08:46:51";18.5;18.5;0;602
1669967814;"2022/12/02 08:56:54";18.5;18.5;162;441
1669968416;"2022/12/02 09:06:56";18.4;18.5;150;452
1669969008;"2022/12/02 09:16:48";18.4;18.5;140;452
1669969610;"2022/12/02 09:26:50";18.4;18.5;279;323
1669970212;"2022/12/02 09:36:52";18.5;18.5;237;365
1669970815;"2022/12/02 09:46:55";18.6;18.5;258;345
1669971407;"2022/12/02 09:56:47";18.6;18.5;0;592
1669971654;"2022/12/02 10:00:54";18.5;14.5;129;118
1669972246;"2022/12/02 10:10:46";18.5;14.5;0;592
1669972848;"2022/12/02 10:20:48";18.5;14.5;0;602
1669973450;"2022/12/02 10:30:50";18.4;14.5;0;602
1669974053;"2022/12/02 10:40:53";18.4;14.5;0;603
1669974645;"2022/12/02 10:50:45";18.3;14.5;0;592
1669975247;"2022/12/02 11:00:47";18.3;14.5;0;602
1669975849;"2022/12/02 11:10:49";18.2;14.5;0;602
1669976452;"2022/12/02 11:20:52";18.1;14.5;0;603
1669977043;"2022/12/02 11:30:43";18.1;14.5;0;591
1669977646;"2022/12/02 11:40:46";18;14.5;0;603
1669978248;"2022/12/02 11:50:48";17.9;14.5;0;602
1669978851;"2022/12/02 12:00:51";17.9;14.5;0;603
1669979453;"2022/12/02 12:10:53";17.8;14.5;0;602
1669980045;"2022/12/02 12:20:45";17.8;14.5;0;592
1669980647;"2022/12/02 12:30:47";17.8;14.5;0;602
1669981250;"2022/12/02 12:40:50";17.7;14.5;0;603
1669981852;"2022/12/02 12:50:52";17.7;14.5;0;602
1669982454;"2022/12/02 13:00:54";17.6;14.5;0;602
1669983035;"2022/12/02 13:10:35";17.6;14.5;0;581
1669983638;"2022/12/02 13:20:38";17.6;14.5;0;603
1669984251;"2022/12/02 13:30:51";17.6;14.5;0;613
1669984832;"2022/12/02 13:40:32";17.5;14.5;0;581
1669985445;"2022/12/02 13:50:45";17.5;14.5;0;613
1669986047;"2022/12/02 14:00:47";17.5;14.5;0;602
1669986650;"2022/12/02 14:10:50";17.4;14.5;0;603
1669987252;"2022/12/02 14:20:52";17.4;14.5;0;602
1669987844;"2022/12/02 14:30:44";17.4;14.5;0;592
1669988446;"2022/12/02 14:40:46";17.3;14.5;0;602
1669989049;"2022/12/02 14:50:49";17.3;14.5;0;603
1669989651;"2022/12/02 15:00:51";17.3;14.5;0;602
1669990254;"2022/12/02 15:10:54";17.3;14.5;0;603
1669990845;"2022/12/02 15:20:45";17.3;14.5;0;591
1669991448;"2022/12/02 15:30:48";17.2;14.5;0;603
1669992050;"2022/12/02 15:40:50";17.2;14.5;0;602
1669992652;"2022/12/02 15:50:52";17.2;14.5;0;602
1669993244;"2022/12/02 16:00:44";17.1;14.5;0;592
1669993847;"2022/12/02 16:10:47";17.1;14.5;0;603
1669994449;"2022/12/02 16:20:49";17.1;14.5;0;602
1669995051;"2022/12/02 16:30:51";17.1;14.5;0;602
1669995342;"2022/12/02 16:35:42";17.1;18.5;0;291
1669995934;"2022/12/02 16:45:34";17.1;18.5;592;0
1669996536;"2022/12/02 16:55:36";17.3;18.5;602;0
1669997138;"2022/12/02 17:05:38";17.7;18.5;602;0
1669997741;"2022/12/02 17:15:41";18;18.5;603;0
1669998332;"2022/12/02 17:25:32";18.3;18.5;440;151
1669998935;"2022/12/02 17:35:35";18.4;18.5;0;603
1669999537;"2022/12/02 17:45:37";18.4;18.5;193;409
1670000140;"2022/12/02 17:55:40";18.4;18.5;0;603
1670000731;"2022/12/02 18:05:31";18.4;18.5;226;365
1670001334;"2022/12/02 18:15:34";18.4;18.5;343;260
1670001936;"2022/12/02 18:25:36";18.5;18.5;204;398
1670002539;"2022/12/02 18:35:39";18.6;18.5;0;603
1670003141;"2022/12/02 18:45:41";18.5;18.5;54;548
1670003733;"2022/12/02 18:55:33";18.5;18.5;140;452
1670004335;"2022/12/02 19:05:35";18.5;18.5;193;409
1670004938;"2022/12/02 19:15:38";18.5;18.5;194;409
1670005540;"2022/12/02 19:25:40";18.5;18.5;194;408
1670006132;"2022/12/02 19:35:32";18.5;18.5;130;462
1670006734;"2022/12/02 19:45:34";18.5;18.5;195;407
1670007336;"2022/12/02 19:55:36";18.5;18.5;129;473
1670007939;"2022/12/02 20:05:39";18.5;18.5;194;409
1670008541;"2022/12/02 20:15:41";18.5;18.5;129;473
1670009133;"2022/12/02 20:25:33";18.5;18.5;193;399
1670009735;"2022/12/02 20:35:35";18.5;18.5;194;408
1670010338;"2022/12/02 20:45:38";18.5;18.5;129;474
1670010940;"2022/12/02 20:55:40";18.5;18.5;108;494
1670011532;"2022/12/02 21:05:32";18.5;18.5;140;452
1670012134;"2022/12/02 21:15:34";18.5;18.5;151;451
1670012737;"2022/12/02 21:25:37";18.5;18.5;184;419
1670013339;"2022/12/02 21:35:39";18.5;18.5;130;472
1670013941;"2022/12/02 21:45:41";18.6;18.5;128;474
1670014533;"2022/12/02 21:55:33";18.6;18.5;0;592
1670015136;"2022/12/02 22:05:36";18.6;18.5;0;603
1670015738;"2022/12/02 22:15:38";18.5;18.5;129;473
1670016340;"2022/12/02 22:25:40";18.5;18.5;0;602
1670016932;"2022/12/02 22:35:32";18.4;18.5;258;334
1670017534;"2022/12/02 22:45:34";18.4;18.5;248;354
1670018137;"2022/12/02 22:55:37";18.5;18.5;204;399
1670018449;"2022/12/02 23:00:49";18.5;14.5;0;312
1670019041;"2022/12/02 23:10:41";18.6;14.5;0;592
1670019643;"2022/12/02 23:20:43";18.5;14.5;0;602
1670020245;"2022/12/02 23:30:45";18.5;14.5;0;602
1670020848;"2022/12/02 23:40:48";18.4;14.5;0;603
1670021439;"2022/12/02 23:50:39";18.4;14.5;0;591
1670022042;"2022/12/03 00:00:42";18.3;14.5;0;603
1670022644;"2022/12/03 00:10:44";18.3;14.5;0;602
1670023247;"2022/12/03 00:20:47";18.2;14.5;0;603
1670023838;"2022/12/03 00:30:38";18.1;14.5;0;591
1670024441;"2022/12/03 00:40:41";18.1;14.5;0;603
1670025043;"2022/12/03 00:50:43";18;14.5;0;602
1670025646;"2022/12/03 01:00:46";18;14.5;0;603
1670026248;"2022/12/03 01:10:48";17.9;14.5;0;602
1670026840;"2022/12/03 01:20:40";17.9;14.5;0;592
1670027442;"2022/12/03 01:30:42";17.9;14.5;0;602
1670028044;"2022/12/03 01:40:44";17.8;14.5;0;602
1670028647;"2022/12/03 01:50:47";17.8;14.5;0;603
1670029239;"2022/12/03 02:00:39";17.8;14.5;0;592
1670029841;"2022/12/03 02:10:41";17.7;14.5;0;602
1670030443;"2022/12/03 02:20:43";17.7;14.5;0;602
1670031046;"2022/12/03 02:30:46";17.7;14.5;0;603
1670031648;"2022/12/03 02:40:48";17.6;14.5;0;602
1670032240;"2022/12/03 02:50:40";17.6;14.5;0;592
1670032842;"2022/12/03 03:00:42";17.6;14.5;0;602
1670033445;"2022/12/03 03:10:45";17.5;14.5;0;603
1670034047;"2022/12/03 03:20:47";17.5;14.5;0;602
1670034639;"2022/12/03 03:30:39";17.5;14.5;0;592
1670035241;"2022/12/03 03:40:41";17.5;14.5;0;602
1670035844;"2022/12/03 03:50:44";17.5;14.5;0;603
1670036446;"2022/12/03 04:00:46";17.4;14.5;0;602
1670037048;"2022/12/03 04:10:48";17.4;14.5;0;602
1670037640;"2022/12/03 04:20:40";17.4;14.5;0;592
1670038243;"2022/12/03 04:30:43";17.4;14.5;0;603
1670038845;"2022/12/03 04:40:45";17.3;14.5;0;602
1670039447;"2022/12/03 04:50:47";17.3;14.5;0;602
1670040039;"2022/12/03 05:00:39";17.3;14.5;0;592
1670040641;"2022/12/03 05:10:41";17.3;14.5;0;602
1670041244;"2022/12/03 05:20:44";17.3;14.5;0;603
1670041846;"2022/12/03 05:30:46";17.2;14.5;0;602
1670042449;"2022/12/03 05:40:49";17.2;14.5;0;603
1670043039;"2022/12/03 05:50:39";17.2;14.5;0;590
1670043642;"2022/12/03 06:00:42";17.2;14.5;0;603
1670044244;"2022/12/03 06:10:44";17.2;14.5;0;602
1670044847;"2022/12/03 06:20:47";17.2;14.5;0;603
1670045438;"2022/12/03 06:30:38";17.1;14.5;0;591
1670046041;"2022/12/03 06:40:41";17.1;14.5;0;603
1670046643;"2022/12/03 06:50:43";17.1;14.5;0;602
1670047246;"2022/12/03 07:00:46";17.1;14.5;0;603
1670047848;"2022/12/03 07:10:48";17.1;14.5;0;602
1670048440;"2022/12/03 07:20:40";17.1;14.5;0;592
1670049042;"2022/12/03 07:30:42";17;14.5;0;602
1670049644;"2022/12/03 07:40:44";17;14.5;0;602
1670050139;"2022/12/03 07:48:59";17;18.5;0;495
1670050731;"2022/12/03 07:58:51";17;18.5;592;0
1670051333;"2022/12/03 08:08:53";17.2;18.5;602;0
1670051936;"2022/12/03 08:18:56";17.6;18.5;603;0
1670052538;"2022/12/03 08:28:58";18;18.5;602;0
1670053130;"2022/12/03 08:38:50";18.2;18.5;571;21
1670053732;"2022/12/03 08:48:52";18.4;18.5;129;473
1670054335;"2022/12/03 08:58:55";18.5;18.5;129;474
1670054937;"2022/12/03 09:08:57";18.5;18.5;86;516
1670055529;"2022/12/03 09:18:49";18.4;18.5;75;517
1670056131;"2022/12/03 09:28:51";18.4;18.5;161;441
1670056734;"2022/12/03 09:38:54";18.4;18.5;258;345
1670057336;"2022/12/03 09:48:56";18.5;18.5;194;408
1670057938;"2022/12/03 09:58:58";18.6;18.5;128;474
1670058530;"2022/12/03 10:08:50";18.5;18.5;129;463
1670059133;"2022/12/03 10:18:53";18.5;18.5;129;474
1670059735;"2022/12/03 10:28:55";18.5;18.5;194;408
1670060337;"2022/12/03 10:38:57";18.4;18.5;193;409
1670060929;"2022/12/03 10:48:49";18.4;18.5;259;333
1670061531;"2022/12/03 10:58:51";18.5;18.5;193;409
1670061628;"2022/12/03 11:00:28";18.5;14.5;0;97
1670062220;"2022/12/03 11:10:20";18.5;14.5;0;592
1670062822;"2022/12/03 11:20:22";18.5;14.5;0;602
1670063425;"2022/12/03 11:30:25";18.5;14.5;0;603
1670064027;"2022/12/03 11:40:27";18.4;14.5;0;602
1670064619;"2022/12/03 11:50:19";18.3;14.5;0;592
1670065221;"2022/12/03 12:00:21";18.3;14.5;0;602
1670065824;"2022/12/03 12:10:24";18.2;14.5;0;603
1670066426;"2022/12/03 12:20:26";18.1;14.5;0;602
1670067018;"2022/12/03 12:30:18";18;14.5;0;592
1670067620;"2022/12/03 12:40:20";18;14.5;0;602
1670068223;"2022/12/03 12:50:23";17.9;14.5;0;603
1670068825;"2022/12/03 13:00:25";17.8;14.5;0;602
1670069427;"2022/12/03 13:10:27";17.8;14.5;0;602
1670070019;"2022/12/03 13:20:19";17.8;14.5;0;592
1670070621;"2022/12/03 13:30:21";17.7;14.5;0;602
1670071224;"2022/12/03 13:40:24";17.7;14.5;0;603
1670071826;"2022/12/03 13:50:26";17.6;14.5;0;602
1670072429;"2022/12/03 14:00:29";17.5;14.5;0;603
1670073020;"2022/12/03 14:10:20";17.5;14.5;0;591
1670073623;"2022/12/03 14:20:23";17.5;14.5;0;603
1670074225;"2022/12/03 14:30:25";17.5;14.5;0;602
1670074828;"2022/12/03 14:40:28";17.5;14.5;0;603
1670075419;"2022/12/03 14:50:19";17.6;14.5;0;591
1670076022;"2022/12/03 15:00:22";17.5;14.5;0;603
1670076624;"2022/12/03 15:10:24";17.5;14.5;0;602
1670077227;"2022/12/03 15:20:27";17.4;14.5;0;603
1670077829;"2022/12/03 15:30:29";17.4;18.5;0;602
1670078421;"2022/12/03 15:40:21";17.4;18.5;592;0
1670079023;"2022/12/03 15:50:23";17.6;18.5;602;0
1670079625;"2022/12/03 16:00:25";17.9;18.5;602;0
1670080228;"2022/12/03 16:10:28";18.2;18.5;603;0
1670080820;"2022/12/03 16:20:20";18.4;18.5;54;538
1670081422;"2022/12/03 16:30:22";18.5;18.5;43;559
1670082024;"2022/12/03 16:40:24";18.5;18.5;150;452
1670082627;"2022/12/03 16:50:27";18.5;18.5;0;603
1670083218;"2022/12/03 17:00:18";18.5;18.5;193;398
1670083821;"2022/12/03 17:10:21";18.5;18.5;130;473
1670084423;"2022/12/03 17:20:23";18.5;18.5;193;409
1670085026;"2022/12/03 17:30:26";18.5;18.5;129;474
1670085628;"2022/12/03 17:40:28";18.5;15;129;473
1670086220;"2022/12/03 17:50:20";18.5;15;0;592
1670086822;"2022/12/03 18:00:22";18.4;15;0;602
1670087425;"2022/12/03 18:10:25";18.4;15;0;603
1670088027;"2022/12/03 18:20:27";18.3;15;0;602
1670088629;"2022/12/03 18:30:29";18.2;15;0;602
1670089221;"2022/12/03 18:40:21";18.1;15;0;592
1670089824;"2022/12/03 18:50:24";18.1;15;0;603
1670090426;"2022/12/03 19:00:26";18;15;0;602
1670091028;"2022/12/03 19:10:28";17.9;15;0;602
1670091620;"2022/12/03 19:20:20";17.9;15;0;592
1670092222;"2022/12/03 19:30:22";17.8;15;0;602
1670092825;"2022/12/03 19:40:25";17.8;15;0;603
1670093427;"2022/12/03 19:50:27";17.7;15;0;602
1670094030;"2022/12/03 20:00:30";17.7;15;0;603
1670094621;"2022/12/03 20:10:21";17.6;15;0;591
1670095224;"2022/12/03 20:20:24";17.6;15;0;603
1670095826;"2022/12/03 20:30:26";17.5;15;0;602
1670096429;"2022/12/03 20:40:29";17.5;15;0;603
1670097020;"2022/12/03 20:50:20";17.5;15;0;591
1670097623;"2022/12/03 21:00:23";17.4;15;0;603
1670098225;"2022/12/03 21:10:25";17.4;15;0;602
1670098827;"2022/12/03 21:20:27";17.4;15;0;602
1670099430;"2022/12/03 21:30:30";17.3;15;0;603
1670100022;"2022/12/03 21:40:22";17.3;15;0;592
1670100624;"2022/12/03 21:50:24";17.3;15;0;602
1670101226;"2022/12/03 22:00:26";17.2;15;0;602
1670101829;"2022/12/03 22:10:29";17.2;15;0;603
1670102420;"2022/12/03 22:20:20";17.2;15;0;591
1670103023;"2022/12/03 22:30:23";17.2;15;0;603
1670103625;"2022/12/03 22:40:25";17.1;15;0;602
1670104228;"2022/12/03 22:50:28";17.1;15;0;603
1670104830;"2022/12/03 23:00:30";17.1;15;0;602
1670105131;"2022/12/03 23:05:31";17.1;14.5;0;301
1670105723;"2022/12/03 23:15:23";17;14.5;0;592
1670106325;"2022/12/03 23:25:25";17;14.5;0;602
1670106928;"2022/12/03 23:35:28";17;14.5;0;603
1670107530;"2022/12/03 23:45:30";17;14.5;0;602
1670108122;"2022/12/03 23:55:22";17;14.5;0;592
1670108724;"2022/12/04 00:05:24";16.9;14.5;0;602
1670109327;"2022/12/04 00:15:27";16.9;14.5;0;603
1670109929;"2022/12/04 00:25:29";16.9;14.5;0;602
1670110532;"2022/12/04 00:35:32";16.9;14.5;0;603
1670111123;"2022/12/04 00:45:23";16.9;14.5;0;591
1670111726;"2022/12/04 00:55:26";16.8;14.5;0;603
1670112328;"2022/12/04 01:05:28";16.8;14.5;0;602
1670112931;"2022/12/04 01:15:31";16.8;14.5;0;603
1670113522;"2022/12/04 01:25:22";16.8;14.5;0;591
1670114125;"2022/12/04 01:35:25";16.8;14.5;0;603
1670114727;"2022/12/04 01:45:27";16.7;14.5;0;602
1670115329;"2022/12/04 01:55:29";16.7;14.5;0;602
